dataset,group,scenario,cq,se_raw,se_count,se_elements,source_consistency,se_justified,se_justified_src
IB_WHOW_CVN,NeoNGPT_Qwen3,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.","How does the ontology model the relationship between a material (e.g., ""steel"") and its recycling process?",1: ontology,1,ontology,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_Qwen3,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.","What are the economic benefits of reusing a material (e.g., ""wood"") in construction?",1: economic benefits,1,economic benefits,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_Qwen3,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.","Which actors are involved in the production of a specific material (e.g., ""recycled aggregate"")?",1: production,1,production,,Justified,llm
IB_WHOW_CVN,NeoNGPT_Qwen3,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.","What is the environmental impact of a material (e.g., ""concrete"") at its extraction stage?",1: environmental impact,1,environmental impact,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_Qwen3,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.","How does the ontology represent the technical specifications of a material (e.g., ""durability"")?",1: technical specifications,1,technical specifications,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_Qwen3,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.","What processes are used to recycle a material (e.g., ""steel"") into a new product?",1: recycle,1,recycle,,Justified,llm
IB_WHOW_CVN,NeoNGPT_Qwen3,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.","Which roles are required to implement a circular value flow (e.g., ""material reuse"")?",1: required,1,required,,Justified,llm
IB_WHOW_CVN,NeoNGPT_Qwen3,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.","What is the relationship between a material (e.g., ""concrete"") and its reuse in a new construction project?",1: reuse,1,reuse,,Justified,llm
IB_WHOW_CVN,NeoNGPT_Qwen3,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.","How does the ontology model the connection between a material (e.g., ""wood"") and its lifecycle stages?",1: ontology,1,ontology,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_Qwen3,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.","What are the key sustainability metrics (e.g., energy consumption) for a material (e.g., ""recycled aggregate"")?","2: sustainability metrics, energy consumption",2,"sustainability metrics, energy consumption",,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_Qwen3,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.",Which actors are responsible for ensuring compliance with circular economy standards?,1: compliance with circular economy standards,1,compliance with circular economy standards,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_Qwen3,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.","What is the role of a ""material reuse coordinator"" in a construction project?",1: material reuse coordinator,1,material reuse coordinator,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_Qwen3,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.","How does the ontology support querying for materials that meet specific sustainability criteria (e.g., low carbon footprint)?",1: ontology,1,ontology,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_Qwen3,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.","What is the relationship between a process (e.g., ""concrete crushing"") and the actors that perform it?",1: relationship,1,relationship,,Justified,llm
IB_WHOW_CVN,NeoNGPT_Qwen3,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.",How does the ontology model the flow of materials from demolition to recycling?,1: ontology,1,ontology,,Not Justified,llm
IB_WHOW_CVN,NeoNGPT_Qwen3,"There are several actors involved in a construction use case/circular value flow, each holding some roles in a certain material flow.","What are the economic and environmental benefits of recycling a specific material (e.g., ""steel"")?","1: economic, environmental benefits",1,"economic, environmental benefits",,Not Justified,llm
